"treatment_status","control","micro_credit","in_kind_grant","cash_grant","hasbiz","is_male","worked","has_biz","family_inc_low","trained","new_biz_assets","monthly_expanses","monthly_revenue","monthly_profits","labour_inc","total_inc","age","migrate","educ_college","educ_somecollege","educ_hs","marital_s","marital_m"
2,0,1,0,0,0,0,0,0,1,0,71040.4793982587,607.796632917598,1910.45464621857,1302.65801330097,166.223884544783,1468.88189784575,36.1172926050884,0,2,0,0,0,1
3,0,0,1,0,0,0,1,1,1,0,53802.2633968293,255.56357530877,676.906559150666,421.342983841896,141.09847791556,562.441461757456,37.3142449137546,0,0,0,1,0,1
2,0,1,0,0,0,1,1,0,1,0,47791.0147585854,206.05161273852,1889.69632377848,1683.64471103996,275.284591034916,1958.92930207488,27.5399256513182,0,2,0,0,1,0
3,0,0,1,0,0,1,0,1,0,0,54964.1951792018,781.75505832769,1956.0591368936,1174.30407856591,140.347785894967,1314.65186446088,54.0776834342115,0,0,0,1,0,1
4,0,0,0,1,0,0,1,1,0,0,70853.4150934164,40.9034208860248,363.43677341938,322.533352533355,287.392877191243,609.926229724598,52.1638795696608,0,0,0,1,0,1
4,0,0,0,1,1,0,1,1,0,0,54793.2007653657,681.00672471337,1891.61163009703,1210.60490538366,127.566931404852,1338.17183678851,28.4788859944,1,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,0,42114.0144608456,175.159111153334,931.218144483864,756.05903333053,128.366795042995,884.425828373525,43.1730928676857,0,0,0,1,0,1
3,0,0,1,0,0,0,0,1,0,0,45127.4133213029,834.898459957913,1438.49566532299,603.597205365077,209.913096245481,813.510301610558,45.1991668503607,0,2,0,0,0,1
1,1,0,0,0,1,1,1,0,1,0,50525.692581505,266.320286784321,1315.77131012455,1049.45102334023,175.940627840562,1225.39165118079,41.6616480175537,0,1,1,0,1,0
2,0,1,0,0,1,0,0,0,0,0,45646.2429293952,741.514025721699,729.362743906677,-12.1512818150222,187.372878132397,175.221596317374,27.3963053355847,1,2,0,0,1,0
4,0,0,0,1,0,1,0,0,1,1,56902.1136041576,611.859040334821,986.587420105934,374.728379771113,191.387109093777,566.115488864891,37.17124453656,0,2,0,0,1,0
3,0,0,1,0,1,0,1,1,0,1,46148.9102132073,979.350349865854,876.859213225543,-102.49113664031,233.824969050887,131.333832410576,45.50298973225,0,0,0,1,0,1
3,0,0,1,0,1,1,1,0,0,0,57887.322141291,203.283348120749,1725.46442737803,1522.18107925728,203.845771427499,1726.02685068478,26.72470193748,1,2,0,0,1,0
1,1,0,0,0,0,0,1,0,1,0,47282.5345639629,582.925010938197,351.698409300297,-231.2266016379,212.966755936733,-18.2598457011664,35.9803164103652,0,1,1,0,0,1
2,0,1,0,0,0,1,1,1,1,0,67236.7640089915,964.559873798862,1798.68318187073,834.123308071867,185.388527870032,1019.5118359419,32.2987531958185,0,2,0,0,1,0
1,1,0,0,0,0,1,0,1,1,0,61530.6445013956,775.705666979775,420.701641589403,-355.004025390372,166.927992354517,-188.076033035854,51.3201883497498,0,0,0,1,1,0
2,0,1,0,0,0,1,0,0,0,0,57353.3922848837,475.607455242425,1719.3153607659,1243.70790552348,156.453627791387,1400.16153331487,41.629914668543,0,0,0,1,0,1
2,0,1,0,0,1,1,0,0,1,0,46664.6119130612,309.493736363947,1754.28676232696,1444.79302596301,186.071946032828,1630.86497199584,40.8224567461616,0,1,1,0,1,0
1,1,0,0,0,0,1,1,0,0,0,50732.1566255922,861.218638485298,197.385517880321,-663.833120604977,218.732300299303,-445.100820305674,24.3403915197001,0,0,0,1,0,1
2,0,1,0,0,0,0,1,1,0,1,39272.842665851,984.588989755139,1578.26099963859,593.672009883448,190.223646381439,783.895656264887,36.6956476460056,0,0,0,1,1,0
2,0,1,0,0,1,0,0,1,1,1,46359.6308961473,584.28330742754,1321.66252611205,737.379218684509,175.848425030298,913.227643714808,34.760078386855,0,0,0,1,0,1
1,1,0,0,0,1,0,1,0,0,1,48934.4042185665,370.996169745922,50.7149216718972,-320.281248074025,151.665448788041,-168.615799285984,38.3610425981519,0,1,1,0,0,1
4,0,0,0,1,1,1,0,0,1,0,68703.9871518974,674.572803778574,503.152050077915,-171.420753700659,141.091852419761,-30.328901280898,41.7576382516983,0,1,1,0,1,0
3,0,0,1,0,1,0,1,0,1,1,39329.9582285056,944.55550936982,1308.79272380844,364.237214438617,165.271120200877,529.508334639494,29.7337712631384,0,0,0,1,1,0
3,0,0,1,0,1,1,1,0,1,0,45993.6252472176,433.18773037754,472.860423382372,39.6726930048317,162.482702444944,202.155395449776,34.8053894105077,1,0,0,1,1,0
3,0,0,1,0,1,0,0,1,0,0,59213.423421822,585.726470686495,1966.25949349254,1380.53302280605,183.070613775641,1563.60363658169,37.6019262848487,1,2,0,0,0,1
1,1,0,0,0,1,0,0,1,0,0,35653.8941154013,801.582992542535,842.37586800009,40.7928754575551,279.938327373238,320.731202830793,37.426605522618,0,0,0,1,0,1
4,0,0,0,1,1,0,0,0,0,0,70953.8101080576,840.433632954955,746.472797822207,-93.9608351327479,159.11764392967,65.1568087969225,36.7203716305141,0,1,1,0,1,0
3,0,0,1,0,0,0,1,1,1,0,45312.8414694166,56.2435914762318,1577.4930450134,1521.24945353717,174.207626855982,1695.45708039315,22.1191864093319,0,2,0,0,1,0
2,0,1,0,0,0,1,0,1,1,0,50636.1600482425,286.186995450407,1124.56558039412,838.378584943712,218.999760619765,1057.37834556348,36.4129682934427,0,1,1,0,0,1
2,0,1,0,0,1,1,1,1,0,0,52015.8423293032,394.667302491143,1625.86623197421,1231.19892948307,249.908087452003,1481.10701693507,55.7328575764742,0,0,0,1,1,0
2,0,1,0,0,0,0,1,1,1,0,63090.0888228993,297.533939126879,1390.85002196953,1093.31608284265,305.435371526041,1398.75145436869,51.0718953470732,0,0,0,1,0,1
2,0,1,0,0,1,0,0,0,1,0,44625.0180130742,672.126590972766,1676.99237493798,1004.86578396522,154.903430157553,1159.76921412277,20.4845524958711,1,2,0,0,1,0
2,0,1,0,0,0,1,1,1,0,0,70206.7009410214,477.63832565397,933.456022758037,455.817697104067,213.539248358066,669.356945462132,32.8657655086731,0,2,0,0,0,1
3,0,0,1,0,0,1,1,1,1,1,28580.3731626064,574.167393147945,284.868680406362,-289.298712741584,154.378792362855,-134.919920378729,9.35431539483282,0,2,0,0,1,0
2,0,1,0,0,0,0,0,0,1,1,64720.5347214897,44.3675729911774,425.879047252238,381.51147426106,287.542119557963,669.053593819024,32.2732012877906,0,1,1,0,0,1
1,1,0,0,0,0,0,0,0,1,1,50446.2315798061,368.442421546206,1690.35585736856,1321.91343582235,254.332154155359,1576.24558997771,41.3843618380944,1,1,1,0,0,1
4,0,0,0,1,0,0,1,0,1,0,58934.7224191565,512.849943013862,440.063477028161,-72.7864659857005,153.439891735728,80.6534257500273,31.0636794474626,1,0,0,1,1,0
1,1,0,0,0,1,1,1,0,1,0,50983.7123812209,224.112487863749,727.506623603404,503.394135739654,315.944299026881,819.338434766535,28.9827178537093,1,1,1,0,1,0
2,0,1,0,0,1,1,1,0,1,0,49847.1730854425,624.338024994358,1267.24973553792,642.911710543558,201.937868728932,844.84957927249,26.4669985820717,0,0,0,1,0,1
1,1,0,0,0,1,0,0,1,0,0,46307.1075390927,17.9880957584828,1066.68866239488,1048.7005666364,134.702068517558,1183.40263515396,27.5991229636213,0,2,0,0,1,0
4,0,0,0,1,0,0,1,0,1,0,55104.231369736,584.354062564671,277.095667086542,-307.258395478129,258.692509828391,-48.5658856497381,46.1341036577429,1,0,0,1,0,1
1,1,0,0,0,0,0,0,1,0,0,62303.3625971195,603.387352777645,650.433206465095,47.0458536874503,153.495469597375,200.541323284825,45.1462462461227,0,0,0,1,0,1
4,0,0,0,1,1,0,1,0,1,0,51983.2654933004,35.8833530917764,1785.40425142273,1749.52089833096,130.126370466516,1879.64726879747,43.7660278744813,0,2,0,0,1,0
2,0,1,0,0,0,1,1,0,0,0,40091.4919785111,204.536308068782,581.910278182477,377.373970113695,230.265613016703,607.639583130397,30.1004257567573,1,2,0,0,1,0
2,0,1,0,0,1,0,0,1,0,1,54732.36291919,912.505605490878,1422.44634917006,509.940743679181,96.2729036286069,606.213647307788,34.9653915505568,1,0,0,1,0,1
4,0,0,0,1,0,0,1,1,1,0,60174.0609924993,138.246140442789,1369.66290464625,1231.41676420346,227.732915875985,1459.14968007944,48.4544215046955,1,1,1,0,1,0
4,0,0,0,1,0,1,0,1,1,1,63309.7219791137,583.03115144372,1518.58268491924,935.551533475518,134.724254657832,1070.27578813335,25.1422337002466,0,2,0,0,1,0
3,0,0,1,0,1,0,0,1,1,0,54460.2684055229,965.138939442113,1949.45197179914,984.313032357022,177.125435414135,1161.43846777116,52.4048608322102,0,0,0,1,1,0
1,1,0,0,0,0,0,0,0,0,0,44354.1272054348,901.819388382137,1179.6681471169,277.848758734763,207.993503145178,485.842261879941,35.7080175004701,1,2,0,0,1,0
3,0,0,1,0,0,1,0,1,0,1,55856.9751874365,204.518729588017,462.699182331562,258.180452743545,330.088792314832,588.269245058377,35.4025265978353,0,0,0,1,1,0
1,1,0,0,0,0,0,1,1,1,0,46638.5209177589,300.969034899026,1542.30206087232,1241.33302597329,229.422789654607,1470.7558156279,28.6236835845193,0,1,1,0,1,0
4,0,0,0,1,1,0,1,0,1,0,48365.9585670706,390.716478228569,884.859421290457,494.142943061888,210.711654768005,704.854597829894,37.0445201022734,0,1,1,0,0,1
3,0,0,1,0,1,1,1,0,1,0,36021.7011049756,135.739560471848,1983.21428475901,1847.47472428717,271.423308095146,2118.89803238231,32.3302017019672,0,2,0,0,1,0
1,1,0,0,0,0,0,1,1,0,0,32616.9891668156,215.772431343794,426.568234339356,210.795802995563,105.40910036456,316.204903360123,20.3275218028334,0,1,1,0,0,1
3,0,0,1,0,0,0,0,0,0,1,46241.947785315,138.738628011197,1299.57921849564,1160.84059048444,233.719645750224,1394.56023623466,15.2800976334674,0,0,0,1,1,0
2,0,1,0,0,0,1,1,1,1,0,64985.9935285751,935.286077903584,1801.01338494569,865.727307042107,183.351660731048,1049.07896777315,48.2364568868513,0,2,0,0,0,1
3,0,0,1,0,0,1,0,1,0,0,50792.9382180942,350.449294084683,691.469995304942,341.020701220259,267.602313081551,608.62301430181,27.6670975578828,0,0,0,1,0,1
1,1,0,0,0,0,0,1,1,0,0,43546.1155511866,649.872670415789,1165.15333065763,515.280660241842,207.396722624022,722.677382865865,34.4373817577942,1,2,0,0,1,0
1,1,0,0,0,1,1,1,1,0,0,63800.6958588114,92.0221460983157,568.356084637344,476.333938539028,218.215502670008,694.549441209036,42.2880148064583,0,1,1,0,0,1
3,0,0,1,0,0,0,1,1,1,0,45059.3074961625,265.997947659343,1247.35231138766,981.354363728315,181.955423947693,1163.30978767601,21.6443476777173,0,1,1,0,1,0
1,1,0,0,0,0,0,1,1,0,0,49531.1570242815,781.432076822966,1938.25375242159,1156.82167559862,112.647435240936,1269.46911083956,18.7712948598178,0,0,0,1,0,1
3,0,0,1,0,0,1,0,0,0,1,44745.1565747226,841.232301201671,782.794675324112,-58.4376258775592,224.802790614136,166.365164736576,35.161695113898,0,1,1,0,1,0
1,1,0,0,0,0,0,1,1,1,0,49482.7765924138,514.922715723515,830.113570205867,315.190854482353,233.706290228077,548.897144710429,25.534736581851,0,0,0,1,1,0
1,1,0,0,0,1,0,0,1,1,1,41538.9180900568,541.21260647662,644.264679867774,103.052073391154,131.144465370115,234.19653876127,27.490449937724,0,0,0,1,1,0
3,0,0,1,0,1,1,1,1,0,1,54885.0631125088,634.023964870721,1259.03313513845,625.009170267731,170.263369628879,795.27253989661,38.3964514787193,0,1,1,0,1,0
3,0,0,1,0,1,0,1,0,0,0,58868.9175502994,136.714493623003,858.557438477874,721.84294485487,144.244211779788,866.087156634659,24.8253726920886,0,2,0,0,1,0
4,0,0,0,1,0,0,1,0,1,1,56750.8728714394,129.865476628765,522.269536275417,392.404059646651,231.392176225238,623.796235871889,29.051182291729,0,1,1,0,1,0
1,1,0,0,0,0,1,1,0,0,0,61605.8851803498,372.87847022526,404.644835274667,31.7663650494069,217.64241445682,249.408779506227,22.707310021028,0,1,1,0,1,0
4,0,0,0,1,1,0,1,1,0,0,47887.5251358065,120.922999456525,335.483740083873,214.560740627348,207.912893171095,422.473633798444,33.9255162310834,0,1,1,0,0,1
4,0,0,0,1,0,1,1,0,0,0,56592.6432322949,730.132375378162,55.9703400358558,-674.162035342306,205.900142068635,-468.261893273671,45.6422910419162,0,1,1,0,0,1
2,0,1,0,0,0,0,1,0,0,0,39515.6177087932,672.586656874046,567.894672509283,-104.691984364763,260.668030290765,155.976045926003,33.7009569092981,0,2,0,0,1,0
4,0,0,0,1,0,1,1,0,0,0,60486.293914161,765.071130823344,478.007223922759,-287.063906900585,171.368689453075,-115.69521744751,27.8329936460462,0,0,0,1,1,0
2,0,1,0,0,0,0,1,1,0,0,60747.3670661859,484.617387643084,1268.27830541879,783.660917775705,146.812669461326,930.473587237031,53.0260068791071,0,0,0,1,1,0
3,0,0,1,0,1,1,1,1,0,1,37171.5443379275,639.951735502109,712.802548892796,72.8508133906871,261.752352730272,334.603166120959,54.1217637490414,0,1,1,0,0,1
4,0,0,0,1,1,1,1,0,0,0,50367.6192300487,206.568906549364,56.9219733588398,-149.646933190525,251.495045115144,101.84811192462,17.59522983764,0,0,0,1,1,0
1,1,0,0,0,0,0,1,1,0,1,45026.5833290331,679.425579495728,614.302959758788,-65.1226197369397,170.476521177217,105.353901440277,49.7054054357794,0,2,0,0,0,1
2,0,1,0,0,1,0,0,0,0,0,49486.1768135945,219.9931954965,497.432824689895,277.439629193395,138.952262934044,416.391892127439,36.2182283748894,0,0,0,1,1,0
3,0,0,1,0,0,1,1,0,0,0,38657.944200893,840.195203199983,1546.95614892989,706.760945729911,256.586567906953,963.347513636865,12.2414199568721,0,2,0,0,1,0
4,0,0,0,1,1,1,0,1,0,0,59910.6006417427,398.836540058255,1157.04148355871,758.204943500459,167.51997807209,925.724921572549,39.2029717614365,0,1,1,0,1,0
3,0,0,1,0,0,0,1,0,0,0,47934.5470678618,695.654887007549,400.091954506934,-295.562932500616,176.812218382032,-118.750714118583,15.3391709429541,0,2,0,0,1,0
4,0,0,0,1,0,1,1,1,1,0,47968.7920027359,534.111840417609,389.673619996756,-144.438220420852,245.977763277833,101.539542856981,35.0955687368367,0,2,0,0,0,1
4,0,0,0,1,0,0,0,1,0,1,32684.0742349985,656.236885115504,960.342842619866,304.105957504362,204.957939121882,509.063896626244,33.3534484255487,0,0,0,1,1,0
4,0,0,0,1,1,1,1,1,0,1,56525.7171899266,639.349426142871,1466.38782415539,827.038398012519,185.904992762946,1012.94339077546,54.4116484232507,0,0,0,1,1,0
2,0,1,0,0,1,1,1,1,1,0,42034.8558739314,604.753926163539,1736.73407128081,1131.98014511727,207.510416472274,1339.49056158954,39.9128693864936,0,0,0,1,0,1
4,0,0,0,1,0,1,1,1,1,1,47809.5951730103,932.515003485605,914.652285166085,-17.8627183195204,161.066458490733,143.203740171213,45.9533985398831,1,2,0,0,0,1
1,1,0,0,0,1,0,0,1,0,1,65972.9066448137,116.757777053863,75.2176423557103,-41.5401346981525,161.847962653918,120.307827955766,30.7003598847916,1,2,0,0,1,0
2,0,1,0,0,1,0,1,1,1,0,37107.3671468588,234.322199830785,291.943436488509,57.6212366577238,222.331353921735,279.952590579459,26.3937341076286,0,1,1,0,0,1
4,0,0,0,1,1,1,1,1,1,0,46519.6204441611,315.357401035726,237.722870428115,-77.6345306076109,321.0328414225,243.398310814889,27.2925193869122,1,0,0,1,1,0
1,1,0,0,0,1,0,0,1,1,1,42594.7857147348,13.6019627097994,1537.85360092297,1524.25163821317,168.21649896678,1692.46813717995,21.6799978327913,0,0,0,1,0,1
2,0,1,0,0,0,1,0,1,1,0,43187.2213815203,541.909771971405,43.4070620685816,-498.502709902823,141.142261157122,-357.3604487457,23.78768613823,0,2,0,0,0,1
1,1,0,0,0,0,1,0,0,0,1,47041.8580558449,199.944030260667,1161.00049344823,961.05646318756,283.882517295809,1244.93898048337,27.95049208117,0,2,0,0,1,0
4,0,0,0,1,0,0,1,1,1,0,70260.0840417321,288.24253170751,1627.85310251638,1339.61057080887,230.826157381344,1570.43672819022,25.9377846264978,0,1,1,0,1,0
1,1,0,0,0,0,1,1,1,1,0,36534.3065664347,441.120825475082,1108.94748568535,667.826660210267,252.895403771104,920.72206398137,33.8536856917478,0,1,1,0,0,1
2,0,1,0,0,1,0,0,0,0,0,42978.5150269196,822.845267364755,486.287820152938,-336.557447211817,215.340404398876,-121.217042812941,29.1244644979118,1,1,1,0,1,0
2,0,1,0,0,1,1,1,0,0,0,57094.44094904,57.2707501705736,1817.61984014884,1760.34908997826,204.706592682683,1965.05568266095,33.4260725035033,0,0,0,1,1,0
1,1,0,0,0,0,0,1,0,1,0,52344.1795133009,777.584047056735,976.079706568271,198.495659511536,153.293113168788,351.788772680324,51.4512579855125,0,0,0,1,0,1
1,1,0,0,0,0,1,1,1,1,0,53095.2346996384,198.840660043061,150.436186697334,-48.4044733457267,208.325564044404,159.921090698677,33.2860709245133,0,1,1,0,1,0
2,0,1,0,0,0,1,0,0,0,0,40366.1124006371,878.924753749743,1112.71034460515,233.785590855405,230.287050186587,464.072641041992,55.1355761667268,0,2,0,0,0,1
3,0,0,1,0,0,1,0,0,0,1,53189.9255585916,444.946861593053,2.98623414710164,-441.960627445951,156.978643536061,-284.98198390989,45.7564534019124,1,0,0,1,0,1
3,0,0,1,0,1,1,1,1,1,0,51162.5633501406,862.931605195627,178.694805130363,-684.236800065264,227.209673679107,-457.027126386157,24.1361346816949,0,1,1,0,1,0
4,0,0,0,1,1,0,0,1,1,1,45523.5362683879,856.51448299177,1936.07605621219,1079.56157322042,228.435874267315,1307.99744748773,32.5325893375811,0,1,1,0,1,0
2,0,1,0,0,0,1,0,1,1,0,48080.5141197233,197.509817779064,92.5534716807306,-104.956346098334,262.801859958727,157.845513860393,33.6664258649781,0,0,0,1,0,1
4,0,0,0,1,1,0,0,0,0,0,32943.5719251386,178.821600973606,1243.99534147233,1065.17374049872,205.882415398556,1271.05615589728,38.9910390627715,0,0,0,1,1,0
3,0,0,1,0,1,0,1,1,0,1,46247.8125469425,161.272018682212,78.8428075611591,-82.4292111210525,218.787697955588,136.358486834535,20.7449793827357,0,1,1,0,0,1
3,0,0,1,0,0,1,0,1,0,1,70340.36229887,856.470962055027,1102.48029557988,246.009333524853,249.847723786904,495.857057311757,47.3334163376424,0,0,0,1,1,0
4,0,0,0,1,0,1,0,0,0,0,44287.5723075298,71.6896927915514,740.490416996181,668.80072420463,264.965864585541,933.766588790171,43.5492505179546,0,0,0,1,1,0
3,0,0,1,0,1,0,1,1,1,1,46597.2049801436,488.133851671591,859.15373172611,371.019880054519,101.155985308293,472.175865362812,42.7099460246966,0,2,0,0,0,1
1,1,0,0,0,0,1,1,1,1,0,62525.926813098,656.71903360635,523.771814536303,-132.947219070047,195.974373151039,63.0271540809917,41.7380113434608,0,0,0,1,1,0
1,1,0,0,0,0,1,0,0,0,0,43660.0405443719,194.261345546693,1614.18546224013,1419.92411669344,206.961393397863,1626.8855100913,33.6379080201015,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0,1,52932.7235862588,105.45773874037,766.864526551217,661.406787810847,154.138110487093,815.54489829794,11.1297717389198,0,0,0,1,1,0
1,1,0,0,0,0,0,1,1,0,0,35371.3731832845,209.106495138258,1728.05946413428,1518.95296899602,220.143667945072,1739.09663694109,33.6021166326931,0,0,0,1,0,1
2,0,1,0,0,1,1,1,1,1,0,53851.2975735995,37.1681256219745,1209.31873703375,1172.15061141178,154.170034439977,1326.32064585176,24.38573319287,1,2,0,0,0,1
1,1,0,0,0,1,1,0,0,1,1,44348.4058100785,762.726536020637,142.180492170155,-620.546043850482,153.721079106935,-466.824964743547,42.4705635336415,0,2,0,0,1,0
1,1,0,0,0,0,1,0,0,1,0,43666.2975296116,974.446822423488,130.354400724173,-844.092421699315,241.684910730763,-602.407510968553,54.5206688628406,0,0,0,1,0,1
1,1,0,0,0,0,0,1,1,0,0,56223.3521695434,568.381935125217,373.954694252461,-194.427240872756,166.32121622049,-28.1060246522656,56.9061235600903,0,0,0,1,1,0
2,0,1,0,0,0,1,1,0,1,0,27452.9501794392,495.376074220985,1041.78148135543,546.405407134444,249.269335902161,795.674743036604,32.9489727250384,0,1,1,0,0,1
4,0,0,0,1,0,0,0,0,0,0,58415.5449416259,851.311305072159,1937.23968835548,1085.92838328332,185.24553301831,1271.17391630163,35.7480951171305,0,2,0,0,0,1
3,0,0,1,0,0,1,0,0,0,0,50311.6325436705,989.827862707898,1757.70888105035,767.88101834245,157.531473804317,925.412492146767,33.8690952626173,0,2,0,0,1,0
4,0,0,0,1,0,0,1,1,0,1,33246.2071167754,760.640959488228,264.402147382498,-496.23881210573,185.173848917191,-311.064963188539,44.7828758576925,0,0,0,1,0,1
1,1,0,0,0,0,0,0,0,1,1,23379.9351016284,558.47265990451,1104.93045765907,546.457797754556,185.486968922517,731.944766677073,16.0649061187323,0,1,1,0,1,0
2,0,1,0,0,1,1,1,1,1,0,46749.937203389,295.439247973263,595.327643677592,299.888395704329,166.111964526631,466.00036023096,29.0329662759566,0,1,1,0,1,0
2,0,1,0,0,0,0,1,0,0,1,46521.1066646272,580.490608466789,611.489050555974,30.9984420891851,141.922944476395,172.92138656558,29.2126416866751,0,1,1,0,0,1
1,1,0,0,0,1,0,1,1,0,0,54228.865387119,331.57321671024,1672.34594933689,1340.77273262665,89.6834234012682,1430.45615602792,34.0568529968703,1,1,1,0,0,1
1,1,0,0,0,1,1,0,0,1,1,47275.9701536286,113.359276903793,1876.18695013225,1762.82767322846,212.351410224379,1975.17908345284,24.5477081715891,0,0,0,1,0,1
3,0,0,1,0,1,1,0,1,0,0,56928.8481055594,857.96588123776,544.632012024522,-313.333869213238,202.428277922474,-110.905591290764,26.4612696938621,0,0,0,1,0,1
1,1,0,0,0,0,1,1,0,0,0,41458.5862203773,860.809299862012,1157.08495909348,296.275659231469,183.178649573458,479.454308804927,26.1097575095848,0,0,0,1,0,1
1,1,0,0,0,1,1,1,1,0,0,53918.6809882913,138.283668784425,1898.33579398692,1760.05212520249,155.731233964167,1915.78335916666,34.0733199097662,0,0,0,1,0,1
2,0,1,0,0,1,0,1,0,1,0,58519.2587480192,614.477951312438,274.830911774188,-339.647039538249,137.199946599234,-202.447092939015,36.1312940057874,0,0,0,1,0,1
4,0,0,0,1,0,0,1,0,1,0,37955.0274002993,121.786825591698,642.280174884945,520.493349293247,143.947092505963,664.44044179921,16.9522451382688,1,1,1,0,1,0
3,0,0,1,0,1,1,0,0,0,0,51132.1297254179,827.056105015799,1443.52391082793,616.467805812135,83.1118489324243,699.57965474456,31.6903680146659,1,0,0,1,1,0
1,1,0,0,0,1,1,1,0,0,1,49050.6586718146,169.447439257056,530.117659829557,360.670220572501,57.7438838377483,418.41410441025,35.252189966862,0,0,0,1,1,0
1,1,0,0,0,1,1,1,1,0,0,45769.5337647852,690.63318753615,523.112941998988,-167.520245537162,201.923043758076,34.4027982209138,34.3799343898121,0,0,0,1,0,1
3,0,0,1,0,1,1,1,0,1,0,43606.1679308709,707.280366215855,1516.09720941633,808.816843200475,170.196272528018,979.013115728493,43.6402611418334,1,1,1,0,1,0
2,0,1,0,0,1,1,1,0,0,0,57429.9016418003,891.181937651709,528.411307837814,-362.770629813895,203.965519929109,-158.805109884786,44.1398091659948,1,1,1,0,1,0
4,0,0,0,1,0,1,0,0,0,1,53034.7574429473,715.129685588181,72.1163246780634,-643.013360910118,227.954926756401,-415.058434153717,32.1105952489673,0,0,0,1,1,0
4,0,0,0,1,0,0,1,0,1,0,55583.1281194296,597.103029722348,1398.68201408535,801.578984363005,259.635454622406,1061.21443898541,25.884146213252,0,0,0,1,1,0
4,0,0,0,1,0,1,0,0,1,0,58966.9156590147,4.34305588714778,973.752602469176,969.409546582028,148.391225234106,1117.80077181613,41.8303025586384,0,2,0,0,1,0
3,0,0,1,0,1,1,1,0,0,0,48739.6151863519,124.90882887505,1939.59968630224,1814.69085742719,184.184881909565,1998.87573933676,24.4154397395148,0,2,0,0,0,1
3,0,0,1,0,1,0,1,0,1,0,65308.5282699476,565.91370049864,657.562647946179,91.6489474475384,220.769258783351,312.418206230889,50.2576507815599,0,0,0,1,0,1
4,0,0,0,1,1,0,1,1,0,0,61567.2708678042,551.809398690239,1322.36465346068,770.555254770443,173.525257452532,944.080512222974,18.7489696887702,0,0,0,1,1,0
3,0,0,1,0,1,1,1,0,1,0,48169.331624436,356.140534393489,1705.10100573301,1348.96047133952,216.915552925526,1565.87602426505,25.1924799449134,0,1,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,33457.0476213555,177.107268245891,1974.15314475074,1797.04587650485,250.694564057767,2047.74044056262,33.7468376356252,0,0,0,1,1,0
1,1,0,0,0,1,1,0,1,1,0,51403.424651047,33.6109269410372,283.352656755596,249.741729814559,223.581852408636,473.323582223195,46.43976225811,0,2,0,0,0,1
2,0,1,0,0,1,0,1,1,0,0,40311.9347292505,472.398741170764,1651.46479057148,1179.06604940072,233.374450580686,1412.4404999814,24.3499677972491,0,0,0,1,0,1
3,0,0,1,0,1,0,1,0,0,1,41569.6598278334,815.345683135092,607.730787247419,-207.614895887673,118.763620035003,-88.8512758526704,35.9222130881354,0,1,1,0,0,1
3,0,0,1,0,1,1,1,1,1,0,58656.8350443594,248.977042734623,1113.54092694819,864.563884213567,317.22548295756,1181.78936717113,24.4166829923583,1,0,0,1,1,0
2,0,1,0,0,0,1,1,1,1,0,51496.4525240484,812.667269492522,1283.5194808431,470.852211350575,81.5112992464932,552.363510597068,46.5564968731686,1,1,1,0,1,0
3,0,0,1,0,1,0,1,1,1,0,39424.5624161874,5.9347222559154,1238.7867080979,1232.85198584199,209.320266275123,1442.17225211711,45.8843843400299,0,0,0,1,1,0
3,0,0,1,0,1,1,0,0,0,0,44753.9565273614,214.67530913651,1034.03473738581,819.3594282493,179.474958013022,998.834386262321,32.9171337668406,0,0,0,1,1,0
2,0,1,0,0,0,0,1,0,0,1,69164.2636008991,153.459580615163,1038.98664424196,885.527063626796,200.386396139613,1085.91345976641,36.8558434659093,1,0,0,1,1,0
4,0,0,0,1,0,0,1,1,0,1,41866.5004444322,77.8109857346863,530.827563256025,453.016577521339,98.4986919671367,551.515269488476,24.7901957408113,1,0,0,1,1,0
2,0,1,0,0,0,0,1,1,0,0,51560.7451296062,959.769528359175,1173.22796629742,213.458437938243,244.263679984462,457.722117922705,38.0229930126361,1,1,1,0,1,0
4,0,0,0,1,0,1,1,1,1,0,59449.2551511373,463.472819887102,166.379190981388,-297.093628905714,162.670581595579,-134.423047310135,37.403091318476,0,0,0,1,0,1
3,0,0,1,0,1,0,1,0,0,1,67456.9303458187,672.681901371107,1774.49086960405,1101.80896823294,324.358908509506,1426.16787674245,44.8790731758354,0,2,0,0,0,1
4,0,0,0,1,1,0,1,1,1,0,47446.9011240723,956.709170946851,607.597975526005,-349.111195420846,217.953131785901,-131.158063634946,45.0106563072553,0,2,0,0,1,0
2,0,1,0,0,1,0,1,1,1,0,73306.5932896874,370.631027501076,87.6582288183272,-282.972798682749,286.257281823534,3.28448314078446,45.9934283874025,0,0,0,1,0,1
2,0,1,0,0,1,1,1,0,0,0,66487.5562649545,263.69026908651,1597.6568730548,1333.96660396829,213.5951457754,1547.56174974369,23.634834572082,1,2,0,0,0,1
3,0,0,1,0,0,0,0,1,0,0,43953.6484704954,292.676890734583,1566.78654346615,1274.10965273157,124.253386977685,1398.36303970925,31.626771462508,1,2,0,0,1,0
4,0,0,0,1,0,0,1,0,1,1,48490.5178262999,311.314478050917,1961.07380231842,1649.75932426751,246.293841499271,1896.05316576678,44.3148165537398,0,1,1,0,1,0
